ID;chromosome;Start_coord;End_coord;Blood;SC_Fat;Muscle;Gene_centric;CGI_centric;Pval;Pval_corrected
cg19418284;chr22;42343099;42343099;.03161229;.03429167;.036475204;Proximal promoter;CpG islands;.294384662;0
cg19427757;chr22;45148372;45148372;.022394364;.030619183;.034738696;Proximal promoter;Non CGI;.014640937;0
cg19432297;chr22;26908626;26908626;.071241376;.080345903;.074928703;Proximal promoter;CGI Shore;.343216221;0
cg19433955;chr22;38453119;38453119;.030109137;.030409947;.032455663;Proximal promoter;CGI Shore;.767690696;0
cg19437142;chr22;51001651;51001651;.027718988;.037380979;.040942121;Proximal promoter;CGI Shore;.254805321;0
cg19437325;chr22;46802432;46802432;.854982629;.761833753;.714309693;Gene body;CGI Shelf;3.36E-06;1
cg19443189;chr22;46731267;46731267;.04871562;.05070437;.044690749;Proximal promoter;CGI Shore;.345105648;0
cg19443311;chr22;18957678;18957678;.071816727;.088907734;.342249094;Proximal promoter;CGI Shore;3.53E-10;1
cg19446838;chr22;31481145;31481145;.108499775;.098224244;.091495934;Proximal promoter;CpG islands;.105364795;0
cg19448990;chr22;41842841;41842841;.106226946;.120143081;.115317448;Proximal promoter;CpG islands;.387007439;0
cg19452173;chr22;47074778;47074778;.940956635;.81773694;.89308964;Gene body;CpG islands;1.05E-09;1
cg19452853;chr22;24552846;24552846;.100040839;.111909134;.116365676;Gene body;CGI Shore;.122568911;0
cg19459056;chr22;36014303;36014303;.67421198;.688748883;.831756591;Proximal promoter;Non CGI;5.33E-06;1
cg19459744;chr22;17628722;17628722;.817295198;.843157735;.845034055;Gene body;CpG islands;.12141052;0
cg19460508;chr22;44422195;44422195;.692374092;.521310309;.606944321;Proximal promoter;CGI Shore;.014963692;0
cg19467356;chr22;41601070;41601070;.025402238;.027245652;.025454036;Proximal promoter;CpG islands;.879857146;0
cg19468028;chr22;17639712;17639712;.089900403;.107016579;.083337801;Proximal promoter;CpG islands;.299068636;0
cg19468925;chr22;19466859;19466859;.045403251;.048216193;.04819574;Proximal promoter;CpG islands;.663024321;0
cg19470385;chr22;46446562;46446562;.639501466;.630166414;.56480463;Gene body;CGI Shelf;.322857972;0
cg19480425;chr22;22339538;22339538;.509189515;.278789957;.256276655;Distal promoter;CGI Shelf;1.05E-11;1
cg19480831;chr22;19467283;19467283;.070918013;.073451808;.071889391;Proximal promoter;CpG islands;.863654307;0
cg19498110;chr22;17590091;17590091;.783294222;.817054811;.842250943;Gene body;CpG islands;.002103372;0
cg19498375;chr22;19420336;19420336;.082585877;.083892417;.087101678;Proximal promoter;CGI Shore;.761600842;0
cg19501909;chr22;38001083;38001083;.061952592;.378311252;.351597193;Distal promoter;CGI Shelf;2.07E-10;1
cg19502812;chr22;36803056;36803056;.858753022;.896208539;.774527437;Intergenic;CGI Shelf;2.52E-05;0
cg19508107;chr22;21335080;21335080;.889452578;.878428635;.85984742;Proximal promoter;CGI Shore;.074013616;0
cg19510224;chr22;24056245;24056245;.879067943;.886794117;.885960862;Gene body;CGI Shelf;.588144535;0
cg19513890;chr22;42538836;42538836;.699867562;.643461935;.656012068;Gene body;CpG islands;.055272124;0
cg19518452;chr22;21336528;21336528;.035027075;.040192193;.039031976;Proximal promoter;CpG islands;.531968146;0
cg19519293;chr22;38239793;38239793;.068267129;.07987929;.071024673;Gene body;CpG islands;.061986144;0
cg19521610;chr22;49717457;49717457;.536979478;.576203123;.567967217;Intergenic;CGI Shore;.504997449;0
cg19524899;chr22;41598553;41598553;.853800446;.842019735;.829009146;Distal promoter;CGI Shelf;.183814058;0
cg19528371;chr22;30478767;30478767;.857794898;.855808708;.875642436;Gene body;CGI Shelf;.199265369;0
cg19529709;chr22;25160075;25160075;.910813843;.850145936;.936295858;Proximal promoter;CpG islands;.007391562;0
cg19530178;chr22;37578528;37578528;.866502964;.880496078;.901559214;Gene body;CpG islands;.053026429;0
cg19535000;chr22;50478166;50478166;.709503134;.752028845;.750632016;Intergenic;Non CGI;.000321675;0
cg19535685;chr22;19845442;19845442;.860685269;.822508617;.838836615;Distal promoter;CGI Shelf;.026091373;0
cg19539004;chr22;30643376;30643376;.244422704;.345713153;.511494451;Proximal promoter;CGI Shore;2.93E-09;1
cg19543968;chr22;39190571;39190571;.316284844;.205701706;.208422467;Proximal promoter;CGI Shore;.012735079;0
cg19547200;chr22;42896249;42896249;.047831787;.052334455;.055491564;Proximal promoter;CGI Shore;.655932;0
cg19547694;chr22;50174005;50174005;.869882062;.828387835;.63462153;Proximal promoter;CGI Shelf;2.06E-07;1
cg19552441;chr22;18275800;18275800;.96493944;.974575093;.980169743;Gene body;CpG islands;.019032739;0
cg19553402;chr22;50747014;50747014;.379537492;.19213785;.512999783;Proximal promoter;CGI Shore;4.42E-08;1
cg19558972;chr22;23922378;23922378;.340444019;.566685444;.677932721;Proximal promoter;Non CGI;6.36E-09;1
cg19565306;chr22;51222011;51222011;.033253148;.039646989;.035388263;Proximal promoter;CpG islands;.786816254;0
cg19570171;chr22;39239822;39239822;.03544989;.032228601;.03533203;Proximal promoter;CpG islands;.840187353;0
cg19570596;chr22;29977162;29977162;.03455103;.036598314;.03596539;Proximal promoter;CpG islands;.777527015;0
cg19582200;chr22;43602629;43602629;.298916;.283377105;.455010137;Gene body;CGI Shelf;6.42E-07;1
cg19592945;chr22;21369610;21369610;.756061506;.607551964;.345608119;Proximal promoter;CGI Shore;8.19E-14;1
cg19601636;chr22;20001066;20001066;.21782335;.17072312;.119915197;Gene body;CGI Shelf;.001193841;0
cg19603134;chr22;44577240;44577240;.056107663;.283139181;.678714086;Proximal promoter;Non CGI;4.35E-15;1
cg19603202;chr22;38431726;38431726;.741138936;.839284233;.849246269;Intergenic;CGI Shelf;1.26E-10;1
cg19606103;chr22;18324579;18324579;.902071913;.911559289;.915075279;Gene body;CpG islands;.421897655;0
cg19608781;chr22;30681445;30681445;.871045427;.872708638;.886147984;Gene body;CGI Shelf;.048772545;0
cg19609502;chr22;40390957;40390957;.057348266;.061258112;.049138099;Proximal promoter;CpG islands;.218268648;0
cg19611013;chr22;50915586;50915586;.786568304;.689473624;.663421136;Distal promoter;CGI Shore;3.26E-07;1
cg19621271;chr22;50924745;50924745;.804408799;.758699804;.821626597;Proximal promoter;Non CGI;.013546079;0
cg19622850;chr22;30722594;30722594;.085270518;.09078137;.086228614;Proximal promoter;CpG islands;.767046967;0
cg19628739;chr22;44317517;44317517;.737155621;.422127961;.249515549;Distal promoter;CGI Shelf;9.11E-15;1
cg19629120;chr22;43924705;43924705;.725688119;.604094123;.648375645;Gene body;Non CGI;1.47E-06;1
cg19629216;chr22;38489645;38489645;.834048752;.710124306;.767905049;Gene body;CGI Shelf;5.46E-06;1
cg19630506;chr22;31477530;31477530;.090116855;.101068214;.091986866;Proximal promoter;CGI Shore;.318916074;0
cg19640517;chr22;41707109;41707109;.723585978;.6906858;.714120984;Gene body;Non CGI;.048043377;0
cg19643467;chr22;32651246;32651246;.76947257;.835906466;.792359714;Proximal promoter;Non CGI;.038290429;0
cg19650520;chr22;31518188;31518188;.746277263;.855817094;.823074388;Proximal promoter;Non CGI;6.2E-06;0
cg19650920;chr22;29834697;29834697;.754014458;.835542884;.85226708;Proximal promoter;Non CGI;3.24E-06;1
cg19653345;chr22;44577222;44577222;.100021416;.441502782;.73029127;Proximal promoter;Non CGI;5.25E-14;1
cg19657174;chr22;19746268;19746268;.264376275;.385508223;.642824619;Gene body;CpG islands;3.35E-08;1
cg19658332;chr22;39097857;39097857;.404037205;.528349525;.586415283;Proximal promoter;CGI Shore;5.69E-05;0
cg19660720;chr22;25960296;25960296;.172186387;.229833273;.296152928;Proximal promoter;CGI Shore;1.04E-05;0
cg19661569;chr22;19420050;19420050;.032192487;.031699934;.031701915;Proximal promoter;CpG islands;.987565171;0
cg19664549;chr22;29134743;29134743;.907671757;.914250005;.924454932;Gene body;CGI Shelf;.021767335;0
cg19667082;chr22;50898441;50898441;.949141751;.962734759;.974438323;Gene body;CpG islands;.021800726;0
cg19669036;chr22;21212365;21212365;.055413408;.059872342;.132137502;Proximal promoter;CGI Shore;7.65E-05;0
cg19678959;chr22;18592555;18592555;.688898533;.738665457;.790589248;Proximal promoter;CGI Shore;.000235653;0
cg19681718;chr22;33454623;33454623;.430744591;.376214155;.332973017;Proximal promoter;CGI Shore;.05160449;0
cg19682835;chr22;50762857;50762857;.792021275;.864651345;.867554966;Gene body;CGI Shelf;.000994691;0
cg19682962;chr22;31796123;31796123;.117051783;.112732338;.104015349;Gene body;CGI Shore;.31634937;0
cg19685053;chr22;21871920;21871920;.045792024;.050168197;.042650781;Proximal promoter;CpG islands;.559430981;0
cg19704554;chr22;39261089;39261089;.945540714;.690263249;.842254132;Gene body;CGI Shore;4.96E-10;1
cg19705676;chr22;44351290;44351290;.053251723;.058848227;.050539083;Proximal promoter;CpG islands;.863676063;0
cg19707653;chr22;25571929;25571929;.648800237;.728001911;.774084374;Gene body;CGI Shelf;.18565575;0
cg19708343;chr22;26986233;26986233;.030859694;.034601716;.027980857;Proximal promoter;CpG islands;.564160509;0
cg19710330;chr22;44894266;44894266;.016376584;.018679595;.016191542;Proximal promoter;CGI Shore;.282876478;0
cg19710672;chr22;21982391;21982391;.640777299;.625524903;.646168796;Gene body;CGI Shore;.611721595;0
cg19711553;chr22;20850288;20850288;.038151714;.046975575;.041060365;Proximal promoter;CpG islands;.764729409;0
cg19713460;chr22;39745530;39745530;.261791551;.259713153;.2716887;Proximal promoter;CGI Shore;.941473798;0
cg19716090;chr22;17560707;17560707;.614897913;.835632716;.865281015;Distal promoter;CGI Shelf;1.52E-07;1
cg19719329;chr22;46727417;46727417;.970998593;.975943169;.975919385;Distal promoter;CpG islands;.256816206;0
cg19723402;chr22;50659156;50659156;.863755233;.846974945;.843078795;Gene body;CpG islands;.048705588;0
cg19734830;chr22;49139600;49139600;.811541591;.831845312;.75722356;Gene body;CGI Shore;.002337026;0
cg19737037;chr22;42322739;42322739;.046111858;.06070924;.162214963;Proximal promoter;CpG islands;.000275972;0
cg19744158;chr22;42196655;42196655;.0726185;.081437978;.077714488;Proximal promoter;CpG islands;.63552482;0
cg19746861;chr22;27053458;27053458;.083799523;.080865814;.083182529;Proximal promoter;CpG islands;.903438934;0
cg19750606;chr22;32854329;32854329;.472977304;.639131308;.77172678;Proximal promoter;Non CGI;3.27E-08;1
cg19751930;chr22;37678222;37678222;.37050217;.556025614;.675737075;Proximal promoter;Non CGI;3.31E-06;1
cg19755003;chr22;46489736;46489736;.771611495;.465738527;.27829801;Gene body;Non CGI;4.69E-14;1
cg19757737;chr22;30754118;30754118;.880166699;.79827526;.804722003;Proximal promoter;CGI Shore;5.24E-07;1
cg19759002;chr22;31795357;31795357;.053831834;.050914367;.053098111;Proximal promoter;CpG islands;.796504479;0
cg19764325;chr22;32340710;32340710;.082521219;.091746678;.076533693;Proximal promoter;CpG islands;.378936133;0
cg19764436;chr22;23413260;23413260;.24940603;.231197377;.392629221;Gene body;CpG islands;1.72E-05;0
cg19764731;chr22;46459024;46459024;.926780318;.671504574;.370738446;Distal promoter;CGI Shore;1.4E-17;1
cg19770472;chr22;49975775;49975775;.852733641;.867885818;.876604954;Intergenic;Non CGI;.259323111;0
cg19774699;chr22;31688639;31688639;.099666078;.10672006;.114990794;Proximal promoter;CGI Shore;.179351119;0
cg19778944;chr22;43116417;43116417;.024089991;.02396552;.024549602;Proximal promoter;CpG islands;.98792648;0
cg19781775;chr22;20805650;20805650;.892172386;.883224681;.894696859;Gene body;Non CGI;.573005678;0
cg19781870;chr22;38714285;38714285;.395523443;.213610276;.239238341;Proximal promoter;CGI Shore;2.9E-05;0
cg19783435;chr22;19974682;19974682;.062928454;.07548665;.048991612;Gene body;CpG islands;.549576757;0
cg19783536;chr22;18111421;18111421;.028669943;.029601641;.031058587;Proximal promoter;CpG islands;.723318769;0
cg19787769;chr22;38577952;38577952;.092591712;.09252688;.08606248;Proximal promoter;CpG islands;.63590454;0
cg19789653;chr22;21368637;21368637;.018913122;.019298553;.015090084;Proximal promoter;CpG islands;.726589053;0
cg19790884;chr22;50025306;50025306;.752257;.690076729;.733258151;Gene body;CpG islands;.046134172;0
cg19796981;chr22;50438501;50438501;.164452647;.086892026;.082093704;Gene body;CpG islands;.019180478;0
cg19800640;chr22;50990668;50990668;.844992995;.869024317;.85847149;Gene body;CGI Shelf;.422854609;0
cg19802639;chr22;39263202;39263202;.839170715;.633113462;.644844564;Gene body;CpG islands;4.24E-09;1
cg19804859;chr22;22901145;22901145;.715081791;.554291249;.464373624;Proximal promoter;CGI Shore;8.87E-12;1
cg19805062;chr22;46654627;46654627;.848482974;.876872656;.904016172;Gene body;CGI Shelf;.001291567;0
cg19805223;chr22;25346191;25346191;.262280775;.199798542;.206653122;Intergenic;CGI Shore;.00140617;0
cg19807306;chr22;16155760;16155760;.785303982;.802208849;.809338759;Distal promoter;CpG islands;.417533632;0
cg19808085;chr22;51040520;51040520;.653804992;.729381481;.66907369;Proximal promoter;CGI Shore;.068818922;0
cg19816290;chr22;19701515;19701515;.508845112;.336557472;.327937689;Proximal promoter;CpG islands;5.46E-07;1
cg19816445;chr22;50682500;50682500;.046064412;.05879272;.052954413;Gene body;CGI Shore;.234650659;0
cg19824783;chr22;19118762;19118762;.790806465;.522376855;.469241679;Proximal promoter;CGI Shore;4.38E-10;1
cg19831369;chr22;26881026;26881026;.893564126;.761477359;.524410298;Proximal promoter;CGI Shore;2.82E-10;1
cg19832172;chr22;39916374;39916374;.059837049;.061003259;.061167982;Proximal promoter;CpG islands;.933037342;0
cg19833679;chr22;41636941;41636941;.74774638;.676744893;.60636506;Proximal promoter;CGI Shelf;5.89E-07;1
cg19837751;chr22;17645416;17645416;.804166635;.853505788;.851859232;Gene body;Non CGI;.01187479;0
cg19840066;chr22;20792224;20792224;.031128571;.024749811;.025896546;Proximal promoter;CpG islands;.240716897;0
cg19844203;chr22;17592017;17592017;.78604291;.832943892;.862627483;Gene body;CGI Shore;3.76E-06;1
cg19850545;chr22;41347463;41347463;.174749861;.19329336;.153915395;Proximal promoter;CpG islands;.610121253;0
cg19851222;chr22;38857936;38857936;.695663618;.637885699;.555562304;Distal promoter;CGI Shore;.000277933;0
cg19851816;chr22;50657907;50657907;.349130624;.413733342;.728258334;Gene body;CpG islands;4.24E-05;0
cg19853703;chr22;36044792;36044792;.098266303;.120722119;.10594129;Proximal promoter;Non CGI;.08058264;0
cg19853760;chr22;38071677;38071677;.500885877;.18730429;.124694288;Proximal promoter;CGI Shore;8.01E-12;1
cg19855470;chr22;40060836;40060836;.275497033;.231394563;.175307601;Gene body;CpG islands;.000142762;0
cg19855777;chr22;24829716;24829716;.756210552;.775908936;.607305415;Gene body;Non CGI;1.23E-06;1
cg19861606;chr22;25573408;25573408;.881374534;.898027942;.907136063;Gene body;CGI Shore;.009953601;0
cg19862860;chr22;20008420;20008420;.044186439;.038348144;.041366088;Proximal promoter;CpG islands;.296888526;0
cg19863740;chr22;44576869;44576869;.168673532;.630410242;.733551245;Proximal promoter;Non CGI;4.63E-19;1
cg19864539;chr22;25747688;25747688;.954455412;.955015471;.957475467;Gene body;Non CGI;.798674483;0
cg19871694;chr22;50728170;50728170;.765594803;.848004798;.874428835;Gene body;CpG islands;2.91E-05;0
cg19878516;chr22;50608365;50608365;.06324546;.099120344;.095741491;Proximal promoter;CpG islands;1.73E-05;0
cg19878762;chr22;23484297;23484297;.094639215;.096424156;.101147496;Proximal promoter;CpG islands;.460183625;0
cg19881032;chr22;38479332;38479332;.935121639;.948013813;.948767513;Proximal promoter;CGI Shore;.153858656;0
cg19884546;chr22;38082237;38082237;.089591733;.10384391;.09714603;Proximal promoter;CGI Shore;.225162179;0
cg19890858;chr22;50624742;50624742;.035246538;.037043749;.036978082;Proximal promoter;CpG islands;.879020424;0
cg19894402;chr22;50529783;50529783;.861209311;.632644769;.637399704;Gene body;CpG islands;3.17E-11;1
cg19894640;chr22;39832920;39832920;.750604976;.692457936;.675890566;Gene body;Non CGI;2.82E-05;0
cg19895164;chr22;20791024;20791024;.11028047;.099414522;.088000638;Gene body;CpG islands;.026438577;0
cg19898043;chr22;18121309;18121309;.016647037;.020730502;.018922904;Proximal promoter;CpG islands;.462710029;0
cg19901866;chr22;17564615;17564615;.854199604;.862006129;.885553974;Proximal promoter;CpG islands;.326036955;0
cg19906397;chr22;24129020;24129020;.065364716;.048910878;.050559355;Proximal promoter;CGI Shore;.021611939;0
cg19906454;chr22;38840293;38840293;.50963538;.410137599;.467739526;Proximal promoter;Non CGI;.001202608;0
cg19907315;chr22;21315843;21315843;.81884953;.823742588;.845845754;Distal promoter;CGI Shelf;.039354094;0
cg19916740;chr22;46275064;46275064;.101028987;.093905414;.187680396;Intergenic;CGI Shore;.003593569;0
cg19921271;chr22;50946582;50946582;.058583365;.070917387;.081241845;Proximal promoter;CpG islands;.115124026;0
cg19925512;chr22;32750881;32750881;.840620634;.636616608;.777014393;Proximal promoter;Non CGI;1.38E-10;1
cg19927741;chr22;18640441;18640441;.821779091;.44903116;.459057375;Gene body;Non CGI;7.48E-09;1
cg19928997;chr22;24642243;24642243;.582519669;.422173282;.374989917;Proximal promoter;Non CGI;1.23E-11;1
cg19930203;chr22;19956281;19956281;.826223041;.772172985;.767136841;Gene body;Non CGI;.020675565;0
cg19934709;chr22;24115027;24115027;.068577208;.081140125;.068283491;Proximal promoter;CpG islands;.188029603;0
cg19938187;chr22;31556023;31556023;.040395847;.046257776;.061996899;Proximal promoter;CGI Shore;.000371063;0
cg19938922;chr22;47231861;47231861;.882145497;.863673629;.880553571;Gene body;Non CGI;.155858742;0
cg19939262;chr22;27053767;27053767;.099392408;.117434663;.115276314;Proximal promoter;CGI Shore;.063964003;0
cg19940065;chr22;19701734;19701734;.081544173;.073773333;.065125699;Proximal promoter;CpG islands;.066434767;0
cg19940389;chr22;44351213;44351213;.026054469;.031408464;.029312988;Proximal promoter;CpG islands;.597424718;0
cg19941638;chr22;38467490;38467490;.88594556;.892460159;.902937304;Gene body;CGI Shelf;.203064744;0
cg19942731;chr22;45609421;45609421;.378949101;.548413695;.556243049;Proximal promoter;Non CGI;.000623111;0
cg19948255;chr22;21242391;21242391;.862364964;.822116103;.851840311;Gene body;Non CGI;.033944671;0
cg19949853;chr22;49150845;49150845;.779287276;.822772245;.799935366;Downstream;CGI Shelf;.143410139;0
cg19949959;chr22;50928444;50928444;.758244111;.731477846;.772506584;Gene body;Non CGI;.029077432;0
cg19953843;chr22;29168388;29168388;.88360286;.749237869;.699326712;Proximal promoter;CGI Shore;1.95E-10;1
cg19954613;chr22;22020219;22020219;.08682563;.126494077;.090943519;Proximal promoter;CpG islands;.038967421;0
cg19956605;chr22;21921881;21921881;.078392882;.099824889;.095561443;Proximal promoter;CGI Shore;.032759526;0
cg19959055;chr22;42373373;42373373;.169250762;.157314698;.14195426;Proximal promoter;CGI Shore;.106903156;0
cg19959621;chr22;37179912;37179912;.770158864;.765810572;.778586858;Distal promoter;Non CGI;.850985134;0
cg19961382;chr22;41682542;41682542;.047403071;.048154905;.050245791;Proximal promoter;CpG islands;.716495966;0
cg19961720;chr22;17309849;17309849;.780015294;.757045329;.779068444;Gene body;Non CGI;.3698143;0
cg19961809;chr22;50511786;50511786;.959799249;.94954828;.948776851;Gene body;CGI Shelf;.251882093;0
cg19963025;chr22;29426649;29426649;.06333781;.123430876;.213842734;Gene body;CpG islands;.000142587;0
cg19964641;chr22;30901780;30901780;.397907537;.264506194;.170038734;Proximal promoter;CGI Shore;7.29E-06;0
cg19968835;chr22;25051209;25051209;.716524957;.746743434;.765111992;Gene body;CGI Shelf;.000126474;0
cg19972590;chr22;32808786;32808786;.857268326;.828756363;.807082728;Proximal promoter;CGI Shore;.009095488;0
cg19972696;chr22;45898553;45898553;.090720517;.07227559;.057865684;Proximal promoter;CpG islands;.018990725;0
cg19974128;chr22;19110040;19110040;.091642049;.08984643;.100477857;Proximal promoter;CpG islands;.575425772;0
cg19977691;chr22;50480018;50480018;.875953928;.861002833;.851404291;Intergenic;CGI Shelf;.18774609;0
cg19979738;chr22;37496929;37496929;.84482154;.845931683;.887311033;Gene body;CGI Shelf;.136388499;0
cg19987256;chr22;42916332;42916332;.803415216;.672855849;.457894489;Proximal promoter;CGI Shore;6.09E-08;1
cg19990744;chr22;21333817;21333817;.071854686;.042616439;.030955667;Gene body;CGI Shelf;.074692464;0
cg19991941;chr22;32568588;32568588;.841734659;.843117045;.858468546;Intergenic;CGI Shelf;.268977239;0
cg19993133;chr22;20484804;20484804;.618010431;.54162126;.634441445;Intergenic;CpG islands;.050036214;0
cg19998456;chr22;38004458;38004458;.066314013;.064771067;.065752809;Proximal promoter;CpG islands;.946690919;0
cg20004634;chr22;21399591;21399591;.064722248;.047771573;.038913738;Proximal promoter;CGI Shore;.00546055;0
cg20007245;chr22;24372913;24372913;.100648326;.088999342;.100774741;Proximal promoter;CpG islands;.92874843;0
cg20009101;chr22;17091223;17091223;.183960377;.161926702;.205864416;Gene body;CpG islands;.189313014;0
cg20011794;chr22;37447915;37447915;.130174812;.162236539;.14038074;Proximal promoter;CpG islands;.040651805;0
cg20012028;chr22;39151999;39151999;.082986653;.10179721;.072050743;Proximal promoter;CpG islands;.418535913;0
cg20012172;chr22;38902550;38902550;.022516682;.029567886;.028294199;Proximal promoter;CpG islands;.210967417;0
cg20012247;chr22;20064541;20064541;.920250178;.91535022;.93539768;Distal promoter;CGI Shelf;.018737059;0
cg20014942;chr22;48977448;48977448;.802143513;.683615404;.452232997;Gene body;CGI Shore;1.25E-06;1
cg20017381;chr22;37320126;37320126;.629369852;.560491213;.498434755;Gene body;Non CGI;1.56E-08;1
cg20018425;chr22;50614877;50614877;.637334527;.56202405;.512047787;Gene body;CGI Shore;2.64E-06;1
cg20021572;chr22;34192387;34192387;.845332834;.84666415;.851196466;Gene body;Non CGI;.914821075;0
cg20023524;chr22;25761020;25761020;.842862665;.850967687;.871372944;Gene body;Non CGI;.013412599;0
cg20026613;chr22;45609419;45609419;.47253727;.521037911;.542537488;Proximal promoter;Non CGI;.040875336;0
cg20029123;chr22;30783486;30783486;.042753348;.049311948;.055302275;Proximal promoter;CpG islands;.248220446;0
cg20030218;chr22;36428179;36428179;.859823024;.88689743;.88824106;Distal promoter;CGI Shelf;.219961691;0
cg20033082;chr22;18111902;18111902;.123695409;.124726294;.123121882;Proximal promoter;CGI Shore;.982739665;0
cg20042116;chr22;24655654;24655654;.113473631;.224321295;.359516749;Gene body;Non CGI;3.46E-10;1
cg20045040;chr22;22052942;22052942;.722764475;.363528177;.538795065;Gene body;Non CGI;2.16E-11;1
cg20046859;chr22;42524596;42524596;.791910514;.795412411;.777511044;Gene body;CGI Shore;.608918727;0
cg20051177;chr22;42612320;42612320;.881251848;.887737389;.905496279;Proximal promoter;Non CGI;.187609381;0
cg20053637;chr22;29838655;29838655;.807667357;.848725421;.83689277;Proximal promoter;Non CGI;.017201439;0
cg20061654;chr22;45608492;45608492;.896411388;.328742206;.18207886;Proximal promoter;Non CGI;5.5E-13;1
cg20064122;chr22;18593362;18593362;.216756849;.216933257;.204718667;Proximal promoter;CpG islands;.755168091;0
cg20064778;chr22;24384315;24384315;.064981006;.046212538;.054475587;Proximal promoter;CpG islands;.815712987;0
cg20066188;chr22;37678791;37678791;.386178159;.524292274;.600849906;Proximal promoter;Non CGI;.000329211;0
cg20074569;chr22;42372516;42372516;.034170714;.032577772;.038719342;Proximal promoter;CpG islands;.509430923;0
cg20074795;chr22;38864244;38864244;.108947018;.116430397;.092257136;Proximal promoter;CpG islands;.368242125;0
cg20075700;chr22;49376401;49376401;.821442615;.662070692;.807458642;Intergenic;CpG islands;3.97E-08;1
cg20076516;chr22;46481816;46481816;.860145101;.506248876;.447099573;Proximal promoter;CpG islands;1.9E-07;1
cg20078119;chr22;45809646;45809646;.029545157;.026874189;.024953632;Proximal promoter;CpG islands;.488519903;0
cg20078807;chr22;45608713;45608713;.876564432;.500710093;.420994379;Proximal promoter;Non CGI;6.06E-15;1
cg20078817;chr22;32768114;32768114;.857637095;.850581375;.847275933;Proximal promoter;Non CGI;.451912152;0
cg20080845;chr22;50174170;50174170;.761473724;.75867829;.586965783;Proximal promoter;CGI Shelf;6.46E-08;1
cg20080983;chr22;29430271;29430271;.826249106;.877485375;.903767101;Gene body;CGI Shelf;.002660694;0
cg20089264;chr22;30234304;30234304;.035745109;.03650792;.033696494;Proximal promoter;CpG islands;.765335325;0
cg20090147;chr22;38203989;38203989;.044357975;.045377855;.054200147;Proximal promoter;CpG islands;.101034374;0
cg20096409;chr22;19009485;19009485;.791983462;.794628131;.788663878;Proximal promoter;Non CGI;.954613892;0
cg20098015;chr22;50971140;50971140;.464292605;.414101264;.481407633;Proximal promoter;CGI Shore;.052113753;0
cg20098420;chr22;51155589;51155589;.813028734;.881087176;.878294166;Gene body;CGI Shelf;.003022029;0
cg20099005;chr22;41956854;41956854;.278690878;.290967573;.173407043;Proximal promoter;Non CGI;.018435053;0
cg20100936;chr22;21271664;21271664;.035209052;.037206467;.040109145;Proximal promoter;CpG islands;.482286149;0
cg20107201;chr22;41788401;41788401;.825693555;.845140618;.856957038;Gene body;CGI Shelf;.040279337;0
cg20107653;chr22;42228989;42228989;.0963704;.11746795;.092785286;Proximal promoter;CpG islands;.417801988;0
cg20111235;chr22;29168748;29168748;.025457458;.025317132;.025755048;Proximal promoter;CpG islands;.994787143;0
cg20112827;chr22;30783793;30783793;.116826803;.128486382;.120809105;Proximal promoter;CGI Shore;.781825209;0
cg20117626;chr22;32150034;32150034;.158817741;.171763954;.1789221;Proximal promoter;CpG islands;.345824516;0
cg20120491;chr22;38965934;38965934;.115699568;.122506139;.255169085;Proximal promoter;CpG islands;9.32E-10;1
cg20121715;chr22;39640505;39640505;.107523472;.111766632;.101165453;Proximal promoter;CpG islands;.253758099;0
cg20124409;chr22;42980637;42980637;.865443575;.836915489;.831115893;Gene body;CGI Shelf;.000147233;0
cg20126498;chr22;44208202;44208202;.029099742;.034625439;.026638001;Proximal promoter;CpG islands;.453228896;0
cg20127188;chr22;21996426;21996426;.078232577;.091464062;.082728367;Proximal promoter;CpG islands;.380090014;0
cg20142737;chr22;42391150;42391150;.814987397;.820904291;.834792781;Gene body;CGI Shelf;.207021284;0
cg20146967;chr22;35822357;35822357;.813363761;.816382806;.763658825;Downstream;CGI Shelf;.003368315;0
cg20147335;chr22;22020155;22020155;.061723748;.131808057;.092236404;Proximal promoter;CpG islands;.004793866;0
cg20148511;chr22;22987594;22987594;.893170637;.913065009;.922347692;Proximal promoter;CGI Shore;.255101602;0
cg20162146;chr22;35795394;35795394;.861031944;.896473563;.902824373;Proximal promoter;CGI Shore;.422431866;0
cg20163980;chr22;17647332;17647332;.659527571;.702516183;.605714218;Proximal promoter;Non CGI;.000269546;0
cg20164887;chr22;50968250;50968250;.238228808;.159919836;.134772364;Proximal promoter;CpG islands;.00020786;0
cg20170271;chr22;38034681;38034681;.219577964;.444523548;.675383005;Proximal promoter;CGI Shore;5.63E-13;1
cg20174585;chr22;46692412;46692412;.027580911;.028184625;.025273483;Proximal promoter;CpG islands;.829741591;0
cg20180585;chr22;41777755;41777755;.058499122;.064038802;.043637662;Proximal promoter;CpG islands;.699866707;0
cg20180721;chr22;21213387;21213387;.031951135;.0231909;.033749719;Proximal promoter;CpG islands;.502571041;0
cg20188733;chr22;42311055;42311055;.048038271;.05619722;.052728251;Proximal promoter;CpG islands;.44223328;0
cg20193183;chr22;17087887;17087887;.807863542;.781899275;.787131644;Gene body;CGI Shelf;.506300606;0
cg20193802;chr22;19709696;19709696;.68789181;.772932036;.756157088;Proximal promoter;CpG islands;.03038942;0
cg20194595;chr22;39640441;39640441;.198830121;.117913054;.084494005;Gene body;CpG islands;1.13E-06;1
